"UNC Product Type / Item Receiving Statistics",,,3/22/10,,,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,,,,,
"UNC Product Type Total",810687,,,,,,,,,,,
,,,,,,,,,,,,
"Report Total",28407905,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Order No. ","Document No. ","Item No.","Description","Source No.","Donor","UNC Product Source Code","Posting Date","Lot No.","Expiration Date","Quantity","Unit of Measure","Gross Weight"
"DW09-00596","DW09-00596-1","SHBR2009","BAKED - WEIGH",2885,"Food Lion # 1694","A2H LOCAL",9/30/09,77599,12/31/99,1999,"LB",1999
"DW09-00580","DW09-00580-1","SHBR2009","BAKED - WEIGH",2819,"Food Lion # 909","A2H LOCAL",9/30/09,77540,12/31/99,2000,"LB",2000
"DG09-00976","DG09-00976-1","SHFP2009","FROZEN - WEIGH",2900,"Food Lion # 2556","A2H LOCAL",9/30/09,77877,12/31/99,2000,"LB",2000
"DS09-01510","DS09-01510-1","SHBR2009","BAKED - WEIGH",2804,"Food Lion # 690","A2H LOCAL",9/30/09,78309,12/31/99,2040,"LB",2040
"DR09-03893","DR09-03893-1","SHPR2009","PRODUCE - WEIGH",2776,"Food Lion # 272","A2H LOCAL",9/30/09,78013,12/31/99,2052,"LB",2052
"DR09-03901","DR09-03901-1","SHBR2009","BAKED - WEIGH",2825,"Food Lion # 999","A2H LOCAL",9/30/09,78034,12/31/99,2058,"LB",2058
"DG09-00977","DG09-00977-1","SHFP2009","FROZEN - WEIGH",2892,"Food Lion # 2511","A2H LOCAL",9/30/09,77880,12/31/99,2091,"LB",2091
"DR09-03915","DR09-03915-1","SHPR2009","PRODUCE - WEIGH",2877,"Food Lion # 1654","A2H LOCAL",9/30/09,78073,12/31/99,2098,"LB",2098
"DR09-03924","DR09-03924-1","SHFP2009","FROZEN - WEIGH",2903,"Food Lion # 2574","A2H LOCAL",9/30/09,78102,12/31/99,2100,"LB",2100
"DR09-03887","DR09-03887-1","SHPR2009","PRODUCE - WEIGH",2756,"Food Lion # 78","A2H LOCAL",9/30/09,77993,12/31/99,2100,"LB",2100
"DR09-03893","DR09-03893-1","SHBR2009","BAKED - WEIGH",2776,"Food Lion # 272","A2H LOCAL",9/30/09,78011,12/31/99,2149,"LB",2149
"DW09-00599","DW09-00599-1","SHBR2009","BAKED - WEIGH",2893,"Food Lion # 2526","A2H LOCAL",9/30/09,77609,12/31/99,2154,"LB",2154
"DW09-00583","DW09-00583-1","SHBR2009","BAKED - WEIGH",2858,"Food Lion # 1406","A2H LOCAL",9/30/09,77555,12/31/99,2165,"LB",2165
"DR09-03890","DR09-03890-1","SHFP2009","FROZEN - WEIGH",2769,"Food Lion # 214","A2H LOCAL",9/30/09,78001,12/31/99,2193,"LB",2193
"DR09-03926","DR09-03926-1","SHBR2009","BAKED - WEIGH",2908,"Food Lion # 2595","A2H LOCAL",9/30/09,78105,12/31/99,2226,"LB",2226
"DW09-00592","DW09-00592-1","SHBR2009","BAKED - WEIGH",2872,"Food Lion # 1593","A2H LOCAL",9/30/09,77587,12/31/99,2227,"LB",2227
"DW09-00597","DW09-00597-1","SHFP2009","FROZEN - WEIGH",2889,"Food Lion # 2114","A2H LOCAL",9/30/09,77602,12/31/99,2241,"LB",2241
"DG09-00978","DG09-00978-1","SHBR2009","BAKED - WEIGH",2864,"Food Lion # 1494","A2H LOCAL",9/30/09,77882,12/31/99,2250,"LB",2250
"DW09-00589","DW09-00589-1","SHPR2009","PRODUCE - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",9/30/09,77578,12/31/99,2281,"LB",2281
"DR09-03909","DR09-03909-1","SHPR2009","PRODUCE - WEIGH",2855,"Food Lion # 1394","A2H LOCAL",9/30/09,78060,12/31/99,2302,"LB",2302
"DS09-01508","DS09-01508-1","SHPR2009","PRODUCE - WEIGH",1371,"Food Lion 612","A2H LOCAL",9/30/09,78305,12/31/99,2311,"LB",2311
"DW09-00601","DW09-00601-1","SHBR2009","BAKED - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",9/30/09,77615,12/31/99,2315,"LB",2315
"DW09-00593","DW09-00593-1","SHBR2009","BAKED - WEIGH",2873,"Food Lion # 1606","A2H LOCAL",9/30/09,77590,12/31/99,2332,"LB",2332
"DW09-00595","DW09-00595-1","SHFP2009","FROZEN - WEIGH",2878,"Food Lion # 1655","A2H LOCAL",9/30/09,77597,12/31/99,2355,"LB",2355
"DG09-00996","DG09-00996-1","SHFP2009","FROZEN - WEIGH",2898,"Food Lion # 2552","A2H LOCAL",9/30/09,77932,12/31/99,2394,"LB",2394
"DR09-03900","DR09-03900-1","SHFP2009","FROZEN - WEIGH",2822,"Food Lion # 936","A2H LOCAL",9/30/09,78033,12/31/99,2417,"LB",2417
"DW09-00579","DW09-00579-1","SHPR2009","PRODUCE - WEIGH",2832,"Food Lion # 1193","A2H LOCAL",9/30/09,77539,12/31/99,2430,"LB",2430
"DS09-01513","DS09-01513-1","SHBR2009","BAKED - WEIGH",2835,"Food Lion # 1213","A2H LOCAL",9/30/09,78318,12/31/99,2472,"LB",2472
"DG09-00976","DG09-00976-1","SHPR2009","PRODUCE - WEIGH",2900,"Food Lion # 2556","A2H LOCAL",9/30/09,77878,12/31/99,2535,"LB",2535
"DW09-00600","DW09-00600-1","SHBR2009","BAKED - WEIGH",2897,"Food Lion # 2546","A2H LOCAL",9/30/09,77612,12/31/99,2587,"LB",2587
"DS09-01517","DS09-01517-1","SHBR2009","BAKED - WEIGH",2871,"Food Lion # 1586","A2H LOCAL",9/30/09,78357,12/31/99,2588,"LB",2588
"DG09-00975","DG09-00975-1","SHFP2009","FROZEN - WEIGH",2849,"Food Lion # 1368","A2H LOCAL",9/30/09,77874,12/31/99,2610,"LB",2610
"DR09-03927","DR09-03927-1","SHFP2009","FROZEN - WEIGH",2910,"Food Lion # 2607","A2H LOCAL",9/30/09,78109,12/31/99,2624,"LB",2624
"DR09-03893","DR09-03893-1","SHFP2009","FROZEN - WEIGH",2776,"Food Lion # 272","A2H LOCAL",9/30/09,78012,12/31/99,2629,"LB",2629
"DG09-00985","DG09-00985-1","SHPR2009","PRODUCE - WEIGH",2840,"Food Lion # 1282","A2H LOCAL",9/30/09,77904,12/31/99,2646,"LB",2646
"DW09-00584","DW09-00584-1","SHBR2009","BAKED - WEIGH",2828,"Food Lion # 1073","A2H LOCAL",9/30/09,77558,12/31/99,2654,"LB",2654
"DR09-03921","DR09-03921-1","SHPR2009","PRODUCE - WEIGH",2894,"Food Lion # 2530","A2H LOCAL",9/30/09,78095,12/31/99,2685,"LB",2685
"DG09-00985","DG09-00985-1","SHFP2009","FROZEN - WEIGH",2840,"Food Lion # 1282","A2H LOCAL",9/30/09,77902,12/31/99,2700,"LB",2700
"DG09-00989","DG09-00989-1","SHBR2009","BAKED - WEIGH",2810,"Food Lion # 775","A2H LOCAL",9/30/09,77915,12/31/99,2760,"LB",2760
"DW09-00581","DW09-00581-1","SHPR2009","PRODUCE - WEIGH",2820,"Food Lion # 910","A2H LOCAL",9/30/09,77546,12/31/99,2805,"LB",2805
"DW09-00587","DW09-00587-1","SHFP2009","FROZEN - WEIGH",2843,"Food Lion # 1327","A2H LOCAL",9/30/09,77569,12/31/99,2824,"LB",2824
"DG09-00990","DG09-00990-1","SHBR2009","BAKED - WEIGH",2865,"Food Lion # 1495","A2H LOCAL",9/30/09,77917,12/31/99,2840,"LB",2840
"DR09-03843","DR09-03843-1","CD09033","PEANUT BUTTER 12/12 OZ",2513,"Northampton Peanut Company","AFF PURCH",9/30/09,77825,9/9/10,192,"CS",2880
"DR09-03922","DR09-03922-1","SHPR2009","PRODUCE - WEIGH",2895,"Food Lion # 2536","A2H LOCAL",9/30/09,78098,12/31/99,2885,"LB",2885
"DG09-00991","DG09-00991-1","SHBR2009","BAKED - WEIGH",2778,"Food Lion # 279","A2H LOCAL",9/30/09,77919,12/31/99,2920,"LB",2920
"DG09-00974","DG09-00974-1","SHBR2009","BAKED - WEIGH",2814,"Food Lion # 825","A2H LOCAL",9/30/09,77870,12/31/99,2955,"LB",2955
"DG09-00974","DG09-00974-1","SHFP2009","FROZEN - WEIGH",2814,"Food Lion # 825","A2H LOCAL",9/30/09,77871,12/31/99,2955,"LB",2955
"DG09-00974","DG09-00974-1","SHPR2009","PRODUCE - WEIGH",2814,"Food Lion # 825","A2H LOCAL",9/30/09,77872,12/31/99,2955,"LB",2955
"DW09-00597","DW09-00597-1","SHRF2009","REFRIGERATED/DELI - WEIGH",2889,"Food Lion # 2114","A2H LOCAL",9/30/09,77604,12/31/99,2956,"LB",2956
"DR09-03926","DR09-03926-1","SHFP2009","FROZEN - WEIGH",2908,"Food Lion # 2595","A2H LOCAL",9/30/09,78106,12/31/99,2957,"LB",2957
"DW09-00599","DW09-00599-1","SHFP2009","FROZEN - WEIGH",2893,"Food Lion # 2526","A2H LOCAL",9/30/09,77610,12/31/99,2965,"LB",2965
"DG09-00992","DG09-00992-1","SHBR2009","BAKED - WEIGH",2844,"Food Lion # 1332","A2H LOCAL",9/30/09,77922,12/31/99,2990,"LB",2990
"DR09-03842","DR09-03842-1","SA09001C","SALVAGE COMP. - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",9/30/09,77824,12/31/99,2990,"LB",2990
"DR09-03902","DR09-03902-1","SHPR2009","PRODUCE - WEIGH",2830,"Food Lion # 1086","A2H LOCAL",9/30/09,78038,12/31/99,3015,"LB",3015
"DG09-00995","DG09-00995-1","SHFP2009","FROZEN - WEIGH",2839,"Food Lion # 1275","A2H LOCAL",9/30/09,77928,12/31/99,3025,"LB",3025
"DR09-03892","DR09-03892-1","SHPR2009","PRODUCE - WEIGH",2775,"Food Lion # 261","A2H LOCAL",9/30/09,78009,12/31/99,3076,"LB",3076
"DG09-01002","DG09-01002-1","SHPR2009","PRODUCE - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",9/30/09,77948,12/31/99,3118,"LB",3118
"DG09-01002","DG09-01002-1","SHBR2009","BAKED - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",9/30/09,77947,12/31/99,3122,"LB",3122
"DW09-00595","DW09-00595-1","SHPR2009","PRODUCE - WEIGH",2878,"Food Lion # 1655","A2H LOCAL",9/30/09,77598,12/31/99,3125,"LB",3125
"DW09-00603","DW09-00603-1","SHPR2009","PRODUCE - WEIGH",2925,"Food Lion Store #351","A2H LOCAL",9/30/09,77625,12/31/99,3187,"LB",3187
"DG09-00976","DG09-00976-1","SHBR2009","BAKED - WEIGH",2900,"Food Lion # 2556","A2H LOCAL",9/30/09,77876,12/31/99,3218,"LB",3218
"DS09-01507","DS09-01507-1","SHPR2009","PRODUCE - WEIGH",1340,"Food Lion 353","A2H LOCAL",9/30/09,78301,12/31/99,3230,"LB",3230
"DW09-00584","DW09-00584-1","SHFP2009","FROZEN - WEIGH",2828,"Food Lion # 1073","A2H LOCAL",9/30/09,77559,12/31/99,3245,"LB",3245
"DG09-00959","DG09-00959-1","BV09002","SODAS DIET ASSORTED - WEIGH",3007,"Coca-Cola","LOCAL",9/30/09,77626,12/31/99,3297,"LB",3297
"DW09-00593","DW09-00593-1","SHFP2009","FROZEN - WEIGH",2873,"Food Lion # 1606","A2H LOCAL",9/30/09,77591,12/31/99,3321,"LB",3321
"DR09-03906","DR09-03906-1","SHFP2009","FROZEN - WEIGH",2848,"Food Lion # 1364","A2H LOCAL",9/30/09,78051,12/31/99,3361,"LB",3361
"DG09-00973","DG09-00973-1","SHFP2009","FROZEN - WEIGH",2813,"Food Lion # 817","A2H LOCAL",9/30/09,77868,12/31/99,3380,"LB",3380
"DS09-01510","DS09-01510-1","SHPR2009","PRODUCE - WEIGH",2804,"Food Lion # 690","A2H LOCAL",9/30/09,78311,12/31/99,3383,"LB",3383
"DW09-00580","DW09-00580-1","SHPR2009","PRODUCE - WEIGH",2819,"Food Lion # 909","A2H LOCAL",9/30/09,77542,12/31/99,3450,"LB",3450
"DG09-00975","DG09-00975-1","SHPR2009","PRODUCE - WEIGH",2849,"Food Lion # 1368","A2H LOCAL",9/30/09,77875,12/31/99,3460,"LB",3460
"DW09-00582","DW09-00582-1","SHPR2009","PRODUCE - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",9/30/09,77553,12/31/99,3495,"LB",3495
"DG09-00973","DG09-00973-1","SHBR2009","BAKED - WEIGH",2813,"Food Lion # 817","A2H LOCAL",9/30/09,77867,12/31/99,3560,"LB",3560
"DG09-00987","DG09-00987-1","SHBR2009","BAKED - WEIGH",2841,"Food Lion # 1291","A2H LOCAL",9/30/09,77909,12/31/99,3565,"LB",3565
"DW09-00587","DW09-00587-1","SHPR2009","PRODUCE - WEIGH",2843,"Food Lion # 1327","A2H LOCAL",9/30/09,77570,12/31/99,3568,"LB",3568
"DW09-00586","DW09-00586-1","SHPR2009","PRODUCE - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",9/30/09,77566,12/31/99,3590,"LB",3590
"DG09-00975","DG09-00975-1","SHBR2009","BAKED - WEIGH",2849,"Food Lion # 1368","A2H LOCAL",9/30/09,77873,12/31/99,3625,"LB",3625
"DW09-00597","DW09-00597-1","SHPR2009","PRODUCE - WEIGH",2889,"Food Lion # 2114","A2H LOCAL",9/30/09,77603,12/31/99,3715,"LB",3715
"DW09-00601","DW09-00601-1","SHPR2009","PRODUCE - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",9/30/09,77617,12/31/99,3740,"LB",3740
"DG09-00990","DG09-00990-1","SHFP2009","FROZEN - WEIGH",2865,"Food Lion # 1495","A2H LOCAL",9/30/09,77918,12/31/99,3970,"LB",3970
"DG09-00973","DG09-00973-1","SHPR2009","PRODUCE - WEIGH",2813,"Food Lion # 817","A2H LOCAL",9/30/09,77869,12/31/99,3990,"LB",3990
"DG09-00989","DG09-00989-1","SHFP2009","FROZEN - WEIGH",2810,"Food Lion # 775","A2H LOCAL",9/30/09,77916,12/31/99,4160,"LB",4160
"DW09-00597","DW09-00597-1","SHBR2009","BAKED - WEIGH",2889,"Food Lion # 2114","A2H LOCAL",9/30/09,77601,12/31/99,4348,"LB",4348
"DG09-00988","DG09-00988-1","SHFP2009","FROZEN - WEIGH",2850,"Food Lion # 1373","A2H LOCAL",9/30/09,77913,12/31/99,4507,"LB",4507
"DR09-03866","DR09-03866-1","FM09002","PORK PRODUCTS ASST. - WEIGH",2243,"OTHER DONATED","LOCAL",9/30/09,77731,12/31/99,5000,"LB",5000
"DG09-00992","DG09-00992-1","SHPR2009","PRODUCE - WEIGH",2844,"Food Lion # 1332","A2H LOCAL",9/30/09,77924,12/31/99,5040,"LB",5040
"DR09-03873","DR09-03873-1","VC09018","GOLDEN WHOLE CORN 6/#10 SZ",2058,"U.S. Foodservice","A2H LOCAL",9/30/09,77866,10/2/12,112,"CS",5376
"DS09-01507","DS09-01507-1","SHBR2009","BAKED - WEIGH",1340,"Food Lion 353","A2H LOCAL",9/30/09,78299,12/31/99,5409,"LB",5409
"DG09-00987","DG09-00987-1","SHPR2009","PRODUCE - WEIGH",2841,"Food Lion # 1291","A2H LOCAL",9/30/09,77911,12/31/99,5500,"LB",5500
"DG09-00991","DG09-00991-1","SHPR2009","PRODUCE - WEIGH",2778,"Food Lion # 279","A2H LOCAL",9/30/09,77921,12/31/99,6500,"LB",6500
"DR09-03933","DR09-03933-1","FD09001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",9/30/09,78136,12/31/99,9640,"LB",9640
"DR09-03870","DR09-03870-1","EN09005","NUTRISYSTEM ASST. ENTREES - WEIGH",2733,"NUTRISYSTEM","A2H NATL",9/30/09,77687,10/23/09,11235,"LB",11235
"DR09-03869","DR09-03869-1","BK09001","ASSORTED FROZEN BAKED - WEIGH",1842,"SH FOOD BANK OF NORTHWEST NC","FOODBANK",9/30/09,77689,12/31/99,11340,"LB",11340
"DR09-03932","DR09-03932-1","FD09001","FOOD DRIVE - WEIGH",1529,"INDIVIDUAL DONORS","LOCAL",9/30/09,78135,12/31/99,19921,"LB",19921
"DR09-03867","DR09-03867-1","PR09006","WHITE POTATOES - WEIGH",1857,"Society of St Andrew","A2H LOCAL",9/30/09,77713,12/31/99,40000,"LB",40000
,"DCR09-00111","CATS01","LUCKY CAT FRUIT SNACKS 12/16 OZ",3068,"Lucky Cat Foods","LOCAL",10/1/09,77747,12/31/99,-100,"CS",-1200
"DS09-01479","DS09-01479-1","RM09001","RETAIL MEAT FROZEN - WEIGH",3016,"Wal-Mart Supercenter #1097","A2H LOCAL",10/1/09,77712,12/31/99,7,"LB",7
"DG09-00965","DG09-00965-1","SA09001","SALVAGE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",10/1/09,77722,12/31/99,29,"LB",29
"DR09-04004","DR09-04004-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1291,"Food Lion 1358","A2H LOCAL",10/1/09,78273,12/31/99,30,"LB",30
"DR09-03973","DR09-03973-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2984,"Kroger #355","A2H LOCAL",10/1/09,78239,12/31/99,30,"LB",30
"DG09-00967","DG09-00967-1","FP09001","FROZEN PRODUCT ASST. - WEIGH",3023,"Wal-Mart Supercenter #1298","A2H LOCAL",10/1/09,77724,12/31/99,30,"LB",30
"DW09-00614","DW09-00614-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",10/1/09,78175,12/31/99,31,"LB",31
"DG09-00966","DG09-00966-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2538,"Food Lion 1657","A2H LOCAL",10/1/09,77723,12/31/99,33,"LB",33
"DR09-03975","DR09-03975-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1316,"Food Lion 193","A2H LOCAL",10/1/09,78241,12/31/99,35,"LB",35
"DR09-04003","DR09-04003-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2385,"Food Lion Store #906","A2H LOCAL",10/1/09,78272,12/31/99,35,"LB",35
"DS09-01477","DS09-01477-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",10/1/09,77706,12/31/99,37,"LB",37
"DW09-00613","DW09-00613-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",10/1/09,78171,12/31/99,37,"LB",37
"DS09-01478","DS09-01478-1","SA09001","SALVAGE - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",10/1/09,77709,12/31/99,37,"LB",37
"DD09-01382","DD09-01382-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1295,"Food Lion 142","A2H LOCAL",10/1/09,78476,12/31/99,42,"LB",42
"DW09-00615","DW09-00615-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2819,"Food Lion # 909","A2H LOCAL",10/1/09,78180,12/31/99,42,"LB",42
"DW09-00616","DW09-00616-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",10/1/09,78184,12/31/99,42,"LB",42
"DW09-00616","DW09-00616-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",10/1/09,78182,12/31/99,46,"LB",46
"DR09-03951","DR09-03951-1","FM09004","MEAT ASSORTED - WEIGH",1074,"Bonus Freight Donations","LOCAL",10/1/09,78215,12/31/99,46,"LB",46
"DW09-00615","DW09-00615-1","PR09001","FRESH FRUITS - WEIGH",2819,"Food Lion # 909","A2H LOCAL",10/1/09,78178,12/31/99,46,"LB",46
"DR09-03982","DR09-03982-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1309,"Food Lion 1557","A2H LOCAL",10/1/09,78248,12/31/99,50,"LB",50
"DS09-01480","DS09-01480-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1340,"Food Lion 353","A2H LOCAL",10/1/09,77752,12/31/99,50,"LB",50
"DR09-04005","DR09-04005-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2359,"Food Lion Store #2686","A2H LOCAL",10/1/09,78274,12/31/99,50,"LB",50
"DR09-03978","DR09-03978-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2395,"Food Lion Store #1079","A2H LOCAL",10/1/09,78244,12/31/99,55,"LB",55
"DS09-01481","DS09-01481-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1353,"Food Lion 528","A2H LOCAL",10/1/09,77755,12/31/99,60,"LB",60
"DR09-04002","DR09-04002-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1386,"Food Lion 757","A2H LOCAL",10/1/09,78271,12/31/99,60,"LB",60
"DS09-01477","DS09-01477-1","PR09001","FRESH FRUITS - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",10/1/09,77708,12/31/99,62,"LB",62
"DW09-00614","DW09-00614-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",10/1/09,78173,12/31/99,65,"LB",65
"DG09-00968","DG09-00968-1","SA09001","SALVAGE - WEIGH",2309,"Wal-Mart Supercenter #2864","A2H LOCAL",10/1/09,77727,12/31/99,67,"LB",67
"DS09-01477","DS09-01477-1","SA09001","SALVAGE - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",10/1/09,77705,12/31/99,69,"LB",69
"DS09-01479","DS09-01479-1","SA09001","SALVAGE - WEIGH",3016,"Wal-Mart Supercenter #1097","A2H LOCAL",10/1/09,77711,12/31/99,69,"LB",69
"DS09-01480","DS09-01480-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1340,"Food Lion 353","A2H LOCAL",10/1/09,77753,12/31/99,71,"LB",71
"DS09-01484","DS09-01484-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1074,"Bonus Freight Donations","LOCAL",10/1/09,77760,12/31/99,80,"LB",80
"DS09-01478","DS09-01478-1","RM09001","RETAIL MEAT FROZEN - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",10/1/09,77710,12/31/99,82,"LB",82
"DD09-01387","DD09-01387-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1303,"Food Lion 1486","A2H LOCAL",10/1/09,78482,12/31/99,84,"LB",84
"DD09-01383","DD09-01383-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1324,"Food Lion 234","A2H LOCAL",10/1/09,78477,12/31/99,84,"LB",84
"DD09-01385","DD09-01385-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2415,"Food Lion Store #2646","A2H LOCAL",10/1/09,78479,12/31/99,84,"LB",84
"DW09-00616","DW09-00616-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",10/1/09,78181,12/31/99,85,"LB",85
"DG09-00962","DG09-00962-1","SA09001","SALVAGE - WEIGH",3024,"Wal-Mart Supercenter #1300","A2H LOCAL",10/1/09,77716,12/31/99,86,"LB",86
"DS09-01482","DS09-01482-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",10/1/09,77757,12/31/99,91,"LB",91
"DW09-00614","DW09-00614-1","SA09001","SALVAGE - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",10/1/09,78176,12/31/99,91,"LB",91
"DS09-01483","DS09-01483-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2306,"The Fresh Market","LOCAL",10/1/09,77758,12/31/99,94,"LB",94
"DW09-00614","DW09-00614-1","PR09001","FRESH FRUITS - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",10/1/09,78174,12/31/99,94,"LB",94
"DD09-01388","DD09-01388-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1308,"Food Lion 1514","A2H LOCAL",10/1/09,78486,12/31/99,96,"LB",96
"DR09-03980","DR09-03980-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1300,"Food Lion 1481","A2H LOCAL",10/1/09,78246,12/31/99,100,"LB",100
"DR09-03949","DR09-03949-1","SK09001","PEPPERIDGE FARMS ASST. SNACKS - WEIGH",1724,"Pepperidge Farms-Dock drop off","A2H LOCAL",10/1/09,78211,12/31/99,100,"LB",100
"DS09-01481","DS09-01481-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",1353,"Food Lion 528","A2H LOCAL",10/1/09,77756,12/31/99,102,"LB",102
"DG09-00970","DG09-00970-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",10/1/09,77730,12/31/99,106,"LB",106
"DG09-00964","DG09-00964-1","SA09001","SALVAGE - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",10/1/09,77720,12/31/99,114,"LB",114
"DG09-00964","DG09-00964-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",10/1/09,77721,12/31/99,126,"LB",126
"DD09-01386","DD09-01386-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1382,"Food Lion 727","A2H LOCAL",10/1/09,78481,12/31/99,126,"LB",126
"DD09-01384","DD09-01384-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2906,"Food Lion # 2589","A2H LOCAL",10/1/09,78478,12/31/99,126,"LB",126
"DS09-01480","DS09-01480-1","PR09001","FRESH FRUITS - WEIGH",1340,"Food Lion 353","A2H LOCAL",10/1/09,77754,12/31/99,133,"LB",133
"DG09-00963","DG09-00963-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",2112,"Wal-Mart Supercenter #1379","A2H LOCAL",10/1/09,77719,12/31/99,136,"LB",136
"DG09-00969","DG09-00969-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2811,"Food Lion # 779","A2H LOCAL",10/1/09,77729,12/31/99,140,"LB",140
"DR09-03971","DR09-03971-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2980,"Kroger #336","A2H LOCAL",10/1/09,78237,12/31/99,140,"LB",140
"DW09-00615","DW09-00615-1","PR09001","FRESH FRUITS - WEIGH",2819,"Food Lion # 909","A2H LOCAL",10/1/09,78179,12/31/99,142,"LB",142
"DW09-00616","DW09-00616-1","PR09001","FRESH FRUITS - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",10/1/09,78183,12/31/99,142,"LB",142
"DR09-04000","DR09-04000-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1401,"Food Lion 90","A2H LOCAL",10/1/09,78269,12/31/99,160,"LB",160
"DR09-03972","DR09-03972-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2982,"Kroger #342","A2H LOCAL",10/1/09,78238,12/31/99,160,"LB",160
"DG09-00967","DG09-00967-1","BR09001","BREAD/BAKED GOODS DRY - WEIGH",3023,"Wal-Mart Supercenter #1298","A2H LOCAL",10/1/09,77726,12/31/99,162,"LB",162
"DR09-04001","DR09-04001-1","RM09001","RETAIL MEAT FROZEN - WEIGH",1364,"Food Lion 572","A2H LOCAL",10/1/09,78270,12/31/99,180,"LB",180
"DS09-01483","DS09-01483-1","PR09002","VEGETABLES - WEIGH",2306,"The Fresh Market","LOCAL",10/1/09,77759,12/31/99,196,"LB",196
"DR09-03976","DR09-03976-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2774,"Food Lion # 247","A2H LOCAL",10/1/09,78242,12/31/99,200,"LB",200
"DW09-00613","DW09-00613-1","PR09001","FRESH FRUITS - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",10/1/09,78172,12/31/99,200,"LB",200
"DR09-03981","DR09-03981-1","RM09001","RETAIL MEAT FROZEN - WEIGH",2862,"Food Lion # 1491","A2H LOCAL",10/1/09,78247,12/31/99,205,"LB",205
